XY-ZDY;0;1;1;42;;22-08-2013;0;3
XY-NHZ;0;1;1;37;;27-01-2016;48;2
XY-ZDY;3;2;2;58;;22-08-2011;0;2
XY-LQZ;;0;0;0;;12-07-2012;48;2
XY-YTM;0;1;1;16;;25-07-2016;0;1
XY-NHZ;;0;0;0;;27-01-2013;0;1
XY-IWX;;0;0;0;;18-10-2012;0;1
XY-NHZ;2;2;2;71;;27-01-2012;0;2
XY-LQZ;;0;0;0;;02-11-2010;13;1
XY-LQZ;2;1;1;29;;12-07-2015;0;1
XY-LQZ;1;1;1;15;;12-07-2016;0;2
XY-NHZ;3;1;1;37;;27-01-2014;0;2
XY-NHZ;0;1;1;19;;27-01-2010;0;2
XY-IWX;;0;0;0;;21-03-2013;0;2
XY-IWX;3;1;1;4;;21-03-2010;0;1
XY-JXR;2;1;1;1;;19-12-2012;0;1
XY-FBA;3;2;2;45;;20-09-2011;0;3
XY-ZMF;;0;0;0;;04-04-2013;0;1
XY-JXR;;0;0;0;;19-12-2010;0;4
XY-FBA;1;1;1;28;;20-09-2010;0;1
XY-ZMF;;0;0;0;;04-04-2015;0;1
XY-PZC;;0;0;0;;04-08-2010;0;1
XY-FBA;;0;0;0;;20-09-2015;24;1
XY-PZC;;0;0;0;;04-08-2012;0;2
XY-FBA;;0;0;0;;20-09-2014;0;1
XY-NMY;2;1;1;12;;22-06-2016;48;2
XY-IOO;0;2;2;29;;05-05-2011;48;2
XY-IOO;;0;0;0;;05-05-2012;24;1
XY-YTM;;0;0;0;;26-10-2011;0;1
XY-YTM;3;2;2;14;;26-10-2010;0;2
XY-IOO;1;1;1;45;;05-05-2015;0;1
XY-ZDY;;0;0;0;;12-12-2015;0;1
XY-FBA;;0;0;0;;09-01-2012;0;1
XY-OHF;3;1;1;10;;18-10-2015;15;1
XY-OZH;3;1;1;25;;25-01-2016;10;1
XY-FBA;;0;0;0;;09-01-2011;0;3
XY-ZMF;2;1;1;31;;15-03-2013;0;1
XY-OZH;;0;0;0;;25-01-2015;0;1
XY-FBA;;0;0;0;;09-01-2010;0;1
XY-ZMF;3;1;1;32;;15-03-2010;0;2
XY-ZMF;2;1;1;28;;15-03-2011;4;1
XY-FBA;2;1;1;5;;01-02-2010;0;1
XY-OHF;;0;0;0;;10-11-2013;0;1
XY-OZH;0;1;1;22;;25-01-2012;0;1
XY-OHF;1;1;1;2;;10-11-2012;0;1
XY-OZH;;0;0;0;;25-01-2011;49;3
XY-FBA;1;3;3;55;;31-08-2014;0;4
XY-FBA;5;2;1;34;;01-02-2012;48;2
XY-OHF;;0;0;0;;10-11-2011;0;1
XY-OZH;;0;0;0;;25-01-2014;24;1
XY-FBA;1;1;1;33;;31-08-2011;0;1
XY-FBA;;0;0;0;;31-08-2012;0;1
XY-FBA;2;1;1;20;;01-02-2015;0;1
XY-NHZ;1;1;1;15;;16-02-2010;0;2
XY-NHZ;1;1;1;25;;16-02-2011;0;1
XY-NHZ;;0;0;0;;16-02-2012;0;1
XY-IOO;;0;0;0;;16-04-2013;0;2
XY-OHF;3;1;1;47;;18-10-2010;19;2
XY-LYP;;0;0;0;;15-05-2016;0;2
XY-FBA;3;1;1;10;;08-05-2015;0;1
XY-FBA;1;1;1;5;;08-05-2012;0;1
XY-LYP;1;1;1;11;;15-05-2013;0;1
XY-NHZ;1;1;1;2;;16-02-2013;0;2
XY-LYP;;0;0;0;;15-05-2012;0;1
XY-FBA;;0;0;0;;08-05-2010;0;1
XY-NHZ;2;1;1;12;;16-02-2015;0;2
XY-LYP;2;1;1;20;;15-05-2014;0;1
XY-NHZ;;0;0;0;;15-06-2013;0;1
XY-LYP;1;1;1;27;;15-05-2010;0;1
XY-NHZ;2;1;1;26;;15-06-2010;0;2
XY-FBA;4;2;2;51;;09-01-2016;57;3
XY-FBA;;0;0;0;;09-01-2015;35;2
XY-NHZ;4;2;2;33;;15-06-2016;4;2
XY-FBA;0;1;1;45;;09-01-2013;0;3
XY-NHZ;;0;0;0;;15-06-2014;0;1
XY-MBJ;;0;0;0;;06-08-2014;0;2
XY-MBJ;;0;0;0;;06-08-2013;0;1
XY-NMY;;0;0;0;;29-09-2010;0;2
XY-MBJ;0;1;1;38;;06-08-2010;0;2
XY-PZC;;0;0;0;;27-02-2011;0;2
XY-PZC;;0;0;0;;27-02-2010;0;2
XY-LYP;6;2;2;22;;14-09-2013;0;2
XY-LYP;0;1;1;31;;14-09-2015;2;1
XY-PZC;2;1;1;46;;27-02-2015;17;1
XY-LYP;2;1;1;29;;14-09-2012;0;2
XY-NMY;;0;0;0;;29-09-2015;0;2
XY-ZWJ;;0;0;0;;26-10-2016;0;1
XY-YTM;1;1;1;3;;15-11-2012;0;2
XY-ZWJ;;0;0;0;;26-10-2013;0;2
XY-YAZ;;0;0;0;;22-08-2012;48;2
XY-ZWJ;2;1;1;17;;26-10-2011;0;4
XY-ZWJ;1;1;1;19;;26-10-2010;0;1
XY-YAZ;0;1;1;42;;22-08-2010;19;1
XY-YAZ;;0;0;0;;23-04-2016;0;1
XY-YAZ;2;1;1;22;;23-04-2014;0;3
XY-OZH;1;1;1;10;;03-10-2011;0;2
XY-YAZ;4;1;1;42;;23-04-2012;0;1
XY-OZH;;0;0;0;;03-10-2012;0;1
XY-YAZ;2;1;1;37;;23-04-2011;0;1
XY-OZH;2;1;1;35;;03-10-2015;19;1
XY-OZH;;0;0;0;;03-10-2016;0;2
XY-IWX;;0;0;0;;07-11-2015;24;1
XY-IWX;;0;0;0;;07-11-2013;16;3
XY-LQZ;4;2;2;56;;23-06-2016;0;4
XY-PZC;;0;0;0;;15-07-2011;3;1
XY-LQZ;;0;0;0;;23-06-2015;0;2
XY-IWX;;0;0;0;;07-11-2012;0;1
XY-LQZ;2;2;2;67;;23-06-2014;0;2
XY-IWX;0;1;1;35;;07-11-2010;0;1
XY-LQZ;3;1;1;23;;24-02-2010;0;1
XY-OFW;0;1;1;48;;29-12-2012;0;1
XY-OFW;;0;0;0;;29-12-2015;48;2
XY-PZC;1;1;1;23;;15-07-2013;0;2
XY-NMY;1;1;1;11;;11-07-2016;0;3
XY-PZC;6;2;2;27;;15-07-2012;48;2
XY-NMY;;0;0;0;;11-07-2013;24;1
XY-PZC;1;1;1;23;;15-07-2015;0;2
XY-LYP;;0;0;0;;26-04-2015;0;1
XY-FBA;;0;0;0;;31-08-2015;0;2
XY-NMY;1;1;1;39;;11-07-2014;2;1
XY-FBA;2;1;1;8;;31-08-2016;0;1
XY-LQZ;;0;0;0;;24-02-2013;0;2
XY-LYP;;0;0;0;;26-04-2013;0;2
XY-NMY;;0;0;0;;11-07-2012;0;1
XY-PZC;;0;0;0;;15-07-2016;24;1
XY-LYP;;0;0;0;;26-04-2014;0;2
XY-LYP;;0;0;0;;26-04-2011;9;1
XY-LQZ;;0;0;0;;24-02-2016;0;1
XY-LYP;4;1;1;13;;26-04-2012;0;1
XY-LYP;2;1;1;6;;25-08-2015;0;2
XY-LYP;1;1;1;43;;25-08-2011;0;1
XY-LYP;;0;0;0;;25-08-2010;0;3
XY-LYP;;0;0;0;;15-12-2013;0;2
XY-LYP;0;1;1;16;;15-12-2015;0;1
XY-LYP;;0;0;0;;15-12-2014;0;2
XY-LYP;;0;0;0;;15-12-2011;24;1
XY-ALV;1;1;1;14;;16-06-2013;0;1
XY-FBA;4;1;1;13;;21-05-2013;72;3
XY-ALV;7;2;2;48;;16-06-2012;0;3
XY-CMJ;2;1;1;13;;19-09-2016;0;1
XY-FBA;;0;0;0;;21-05-2014;0;1
XY-ALV;1;1;1;2;;16-06-2015;0;2
XY-CMJ;2;1;1;23;;19-09-2013;0;1
XY-ALV;;0;0;0;;16-06-2014;0;1
XY-CMJ;3;1;1;44;;19-09-2014;40;2
XY-CMJ;;0;0;0;;19-09-2011;0;1
XY-LYP;4;1;1;18;;15-12-2016;24;1
XY-ZDY;2;1;1;29;;23-11-2016;0;1
XY-FBA;3;1;1;18;;21-05-2015;0;1
XY-CMJ;3;2;2;56;;19-09-2010;0;2
XY-IOO;;0;0;0;;26-11-2016;0;1
XY-ALV;;0;0;0;;06-10-2012;24;1
XY-IOO;3;1;1;46;;26-11-2010;0;3
XY-ZDY;2;1;1;37;;03-01-2017;24;1
XY-IOO;0;1;1;29;;26-11-2012;0;3
XY-ZDY;;0;0;0;;03-01-2015;0;1
XY-ALV;2;2;2;94;;06-10-2016;0;3
XY-IOO;1;1;1;11;;27-03-2011;48;2
XY-ZDY;1;1;1;4;;03-01-2012;0;2
XY-YTM;;0;0;0;;04-12-2011;0;2
XY-FBA;1;1;1;11;;18-12-2013;0;1
XY-IOO;;0;0;0;;27-03-2012;0;2
XY-NMY;5;2;2;90;;01-11-2014;0;2
XY-IOO;;0;0;0;;27-03-2014;0;1
XY-NMY;0;1;1;49;;01-11-2011;0;1
XY-YTM;1;1;1;5;;04-12-2010;0;1
XY-OFW;;0;0;0;;11-10-2012;19;1
XY-NMY;4;2;2;10;;01-11-2010;0;2
XY-OFW;1;1;1;5;;11-10-2011;0;2
XY-IOO;;0;0;0;;27-03-2010;23;1
XY-LQZ;1;1;1;39;;13-10-2012;24;1
XY-ZDY;;0;0;0;;23-11-2012;0;1
XY-ZMF;1;1;0;0;;26-02-2011;0;2
XY-IWX;;0;0;0;;10-04-2010;6;1
XY-LQZ;0;1;1;14;;13-10-2011;0;2
XY-IWX;;0;0;0;;10-04-2012;0;1
XY-LQZ;;0;0;0;;13-10-2016;0;1
XY-ZMF;3;1;1;11;;26-02-2016;0;1
XY-IOO;;0;0;0;;27-03-2015;0;1
XY-IWX;;0;0;0;;10-04-2011;24;1
XY-IOO;1;1;1;40;;27-03-2016;8;1
XY-LQZ;;0;0;0;;13-10-2014;0;1
XY-PZC;;0;0;0;;05-11-2016;0;1
XY-FBA;;0;0;0;;18-12-2016;0;4
XY-PZC;;0;0;0;;05-11-2010;24;1
XY-IWX;5;2;2;61;;20-07-2012;0;2
XY-ZMF;0;1;1;22;;03-08-2010;0;1
XY-LYP;1;1;1;5;;04-06-2011;0;2
XY-IWX;;0;0;0;;20-07-2014;0;2
XY-ZMF;2;1;1;7;;03-08-2011;0;3
XY-ZMF;5;2;2;68;;03-08-2012;0;2
XY-ZMF;;0;0;0;;03-08-2016;0;1
XY-LYP;;0;0;0;;04-06-2013;0;1
XY-LYP;5;2;2;49;;04-06-2014;0;2
XY-LYP;2;1;1;20;;04-06-2015;0;2
XY-IWX;;0;0;0;;20-07-2010;0;1
XY-LYP;1;1;1;27;;04-06-2016;0;2
XY-JXR;1;1;1;25;;01-10-2016;0;3
XY-IWX;;0;0;0;;10-04-2015;0;1
XY-NMY;0;1;1;18;;23-02-2012;0;1
XY-JXR;0;1;1;23;;01-10-2015;0;1
XY-ALV;1;1;1;38;;28-01-2014;0;2
XY-OHF;;0;0;0;;21-10-2016;48;2
XY-YTM;;0;0;0;;05-04-2014;0;1
XY-YTM;3;1;1;18;;26-03-2016;0;1
XY-YTM;;0;0;0;;05-04-2013;24;1
XY-JXR;;0;0;0;;11-06-2016;0;2
XY-YTM;2;2;2;52;;26-03-2015;0;2
XY-MBJ;;0;0;0;;21-03-2010;0;1
XY-YTM;;0;0;0;;26-03-2014;0;1
XY-YTM;;0;0;0;;26-03-2013;0;2
XY-YTM;2;1;1;19;;05-04-2010;0;1
XY-JXR;1;1;1;44;;11-06-2013;23;1
XY-MBJ;3;1;1;28;;21-03-2016;0;1
XY-JXR;1;1;1;7;;11-06-2012;0;2
XY-YTM;3;1;1;45;;26-03-2011;0;2
XY-JXR;2;1;1;32;;11-06-2011;5;1
XY-MBJ;1;1;1;37;;21-03-2014;0;3
XY-ALV;;0;0;0;;28-01-2011;0;1
XY-MBJ;;0;0;0;;21-03-2013;0;1
XY-IOO;3;1;1;22;;06-01-2011;0;1
XY-IOO;2;1;1;17;;06-01-2014;0;3
XY-NMY;3;1;1;4;;02-03-2015;0;1
XY-IOO;5;2;2;59;;06-01-2013;0;2
XY-OHF;;0;0;0;;21-10-2011;0;1
XY-IOO;;0;0;0;;06-01-2012;12;1
XY-OHF;2;1;1;27;;21-10-2012;0;3
XY-FBA;2;1;1;10;;21-05-2010;0;1
XY-NMY;2;1;1;31;;02-03-2011;0;1
XY-NMY;;0;0;0;;02-03-2012;0;1
XY-YAZ;;0;0;0;;09-12-2010;0;1
XY-YAZ;;0;0;0;;09-12-2016;48;2
XY-ZMF;;0;0;0;;25-10-2011;0;1
XY-CMJ;;0;0;0;;09-06-2011;0;3
XY-OFW;0;1;1;26;;12-02-2016;0;1
XY-IOO;;0;0;0;;04-09-2013;0;1
XY-OHF;2;1;1;26;;20-07-2015;0;1
XY-NHZ;;0;0;0;;05-10-2010;0;1
XY-NHZ;;0;0;0;;05-10-2016;0;1
XY-NHZ;1;1;1;19;;05-10-2015;0;2
XY-NHZ;;0;0;0;;05-10-2014;0;2
XY-ZMF;1;1;1;40;;04-11-2016;24;1
XY-OHF;3;1;1;31;;28-06-2016;0;1
XY-OHF;1;1;1;42;;28-06-2014;0;1
XY-OHF;2;1;1;16;;20-07-2013;0;2
XY-OHF;;0;0;0;;20-07-2012;0;1
XY-OHF;2;1;1;24;;20-07-2010;0;2
XY-IOO;;0;0;0;;05-12-2015;0;1
XY-MBJ;2;1;1;37;;20-11-2011;0;2
XY-IWX;2;1;1;11;;21-10-2012;0;1
XY-MBJ;1;1;1;20;;20-11-2013;0;2
XY-IOO;2;1;1;33;;05-12-2014;24;1
XY-IWX;;0;0;0;;21-10-2011;0;1
XY-IWX;;0;0;0;;06-08-2013;0;2
XY-IWX;0;1;1;46;;06-08-2012;0;1
XY-IWX;3;1;1;18;;21-10-2014;0;1
XY-IWX;3;1;1;6;;06-08-2014;31;3
XY-IWX;;0;0;0;;21-10-2015;25;2
XY-ZWJ;;0;0;0;;04-12-2014;24;1
XY-ZWJ;0;1;1;17;;05-04-2010;0;1
XY-IOO;0;2;2;64;;05-12-2011;0;2
XY-MBJ;;0;0;0;;20-11-2016;0;2
XY-ZWJ;;0;0;0;;04-12-2013;0;1
XY-YAZ;1;1;1;47;;08-09-2013;0;3
XY-JXR;3;1;1;1;;02-02-2010;0;1
XY-LQZ;;0;0;0;;02-04-2010;0;1
XY-LQZ;1;1;1;39;;02-04-2013;0;1
XY-LQZ;2;1;1;24;;02-04-2011;0;2
XY-YAZ;;0;0;0;;08-09-2015;0;2
XY-YAZ;;0;0;0;;23-11-2015;0;1
XY-YAZ;;0;0;0;;23-11-2016;0;1
XY-LQZ;0;1;1;3;;02-04-2015;0;2
XY-ZDY;0;1;1;34;;12-05-2015;0;1
XY-JXR;;0;0;0;;02-02-2016;0;2
XY-ALV;;0;0;0;;06-03-2010;0;1
XY-JXR;4;1;1;16;;02-02-2015;0;1
XY-ALV;;0;0;0;;06-03-2013;24;1
XY-ZDY;;0;0;0;;12-05-2013;0;2
XY-YAZ;;0;0;0;;23-11-2011;0;2
XY-CMJ;;0;0;0;;01-07-2011;0;1
XY-JXR;3;2;2;37;;02-02-2014;0;2
XY-YAZ;0;1;1;39;;08-09-2010;0;2
XY-ZDY;;0;0;0;;12-05-2014;0;1
XY-JXR;;0;0;0;;02-02-2013;0;1
XY-ALV;3;1;1;29;;06-03-2015;0;1
XY-CMJ;;0;0;0;;01-07-2013;0;1
XY-JXR;2;1;1;13;;02-02-2012;48;2
XY-ALV;;0;0;0;;06-03-2014;0;1
XY-YAZ;;0;0;0;;23-11-2010;0;2
XY-OHF;;0;0;0;;28-06-2012;24;1
XY-ZMF;;0;0;0;;04-11-2013;24;1
XY-ZMF;;0;0;0;;04-11-2014;0;1
XY-JXR;3;4;4;139;;21-09-2016;0;4
XY-JXR;1;1;1;16;;29-08-2012;0;2
XY-FBA;0;1;1;9;;17-09-2012;0;1
XY-FBA;;0;0;0;;17-09-2013;47;2
XY-FBA;3;1;1;27;;17-09-2011;13;2
XY-JXR;3;1;1;23;;29-08-2016;0;1
XY-FBA;3;1;1;42;;17-09-2016;0;1
XY-JXR;;0;0;0;;23-01-2014;20;1
XY-ZWJ;;0;0;0;;05-04-2016;17;1
XY-JXR;;0;0;0;;23-01-2015;0;1
XY-OFW;6;3;3;61;;21-06-2016;72;3
XY-OFW;;0;0;0;;21-06-2015;0;1
XY-ZWJ;1;1;1;39;;05-04-2013;0;2
XY-YTM;1;1;1;5;;14-08-2016;24;1
XY-JXR;;0;0;0;;23-01-2016;0;1
XY-ZWJ;4;1;1;9;;05-04-2014;18;1
XY-YTM;0;1;1;20;;14-08-2012;0;2
XY-OHF;;0;0;0;;10-04-2011;0;1
XY-YTM;3;2;1;43;;14-08-2014;0;2
XY-OHF;2;1;1;47;;10-04-2010;3;1
XY-YTM;;0;0;0;;14-08-2013;0;1
XY-OFW;;0;0;0;;21-06-2014;10;1
XY-OHF;3;2;2;44;;10-04-2016;0;3
XY-JXR;;0;0;0;;23-01-2011;0;1
XY-OFW;4;1;1;11;;21-06-2012;24;1
XY-OHF;0;1;1;12;;10-04-2014;0;1
XY-OFW;;0;0;0;;21-06-2011;0;1
XY-MBJ;;0;0;0;;07-11-2015;0;1
XY-CMJ;3;2;2;41;;13-02-2010;0;2
XY-OZH;0;2;2;55;;02-07-2013;0;2
XY-OZH;2;3;3;85;;02-07-2010;0;3
XY-OFW;1;1;1;17;;08-06-2011;0;2
XY-OFW;4;2;2;21;;08-06-2010;0;2
XY-JXR;1;1;1;23;;21-09-2010;0;2
XY-OZH;2;1;1;40;;02-07-2016;0;1
XY-CMJ;;0;0;0;;13-02-2014;0;1
XY-CMJ;;0;0;0;;13-02-2015;0;1
XY-OZH;2;1;1;34;;02-07-2014;0;1
XY-CMJ;3;1;1;20;;13-02-2012;0;2
XY-CMJ;1;1;1;15;;13-02-2013;0;1
XY-YTM;;0;0;0;;16-03-2014;0;2
XY-YTM;3;1;1;25;;16-03-2015;0;2
XY-IWX;;0;0;0;;19-02-2016;0;1
XY-IWX;2;1;1;3;;19-02-2015;48;2
XY-OFW;;0;0;0;;11-06-2010;0;1
XY-IWX;2;2;2;80;;19-02-2014;0;2
XY-IWX;;0;0;0;;19-02-2013;0;1
XY-OFW;3;1;1;44;;11-06-2012;0;2
XY-IWX;1;1;1;16;;19-02-2012;0;1
XY-JXR;2;1;1;49;;13-01-2011;0;2
XY-FBA;3;1;1;30;;08-12-2013;24;1
XY-OFW;0;1;1;33;;11-06-2014;0;1
XY-IWX;;0;0;0;;19-02-2010;0;1
XY-OHF;0;1;1;1;;07-07-2015;0;1
XY-JXR;3;1;1;18;;13-01-2013;0;2
XY-JXR;0;1;1;45;;13-01-2014;0;2
XY-NMY;2;1;1;25;;19-06-2013;0;1
XY-OFW;3;1;1;14;;18-09-2016;0;1
XY-OFW;3;2;2;36;;22-02-2016;0;2
XY-ZWJ;;0;0;0;;27-02-2015;24;1
XY-OFW;;0;0;0;;18-09-2014;24;1
XY-OFW;3;1;1;3;;18-09-2013;0;1
XY-ZWJ;0;1;1;10;;27-02-2013;0;2
XY-OFW;1;1;1;2;;18-09-2012;0;2
XY-OFW;;0;0;0;;22-02-2011;0;1
XY-NMY;;0;0;0;;19-06-2011;5;1
XY-FBA;;0;0;0;;08-12-2015;0;1
XY-OFW;;0;0;0;;18-09-2010;0;1
XY-ZDY;3;1;1;19;;08-09-2016;17;1
XY-ZMF;2;1;1;27;;15-10-2010;0;1
XY-NMY;0;1;1;6;;19-06-2016;0;1
XY-ZMF;;0;0;0;;15-10-2012;0;1
XY-ZDY;1;1;1;26;;08-09-2011;0;2
XY-ZMF;1;2;2;48;;15-10-2015;0;2
XY-ZDY;;0;0;0;;08-09-2010;24;1
XY-ZMF;;0;0;0;;15-10-2014;0;1
XY-LYP;3;1;1;22;;05-02-2016;0;1
XY-IWX;;0;0;0;;18-03-2012;0;2
XY-ZWJ;0;1;1;30;;15-07-2013;16;2
XY-IOO;2;1;1;49;;26-07-2014;0;1
XY-IOO;2;1;1;46;;26-07-2013;16;1
XY-IOO;;0;0;0;;26-07-2012;0;2
XY-ZWJ;1;1;1;25;;15-07-2011;0;1
XY-IOO;;0;0;0;;26-07-2016;0;3
XY-LYP;0;1;1;36;;05-02-2013;0;1
XY-LYP;1;1;1;6;;05-02-2012;0;1
XY-IOO;0;1;1;34;;25-08-2012;0;1
XY-LYP;3;2;2;65;;05-02-2011;0;2
XY-YTM;;0;0;0;;04-08-2010;0;1
XY-MBJ;0;2;2;80;;10-11-2016;0;2
XY-MBJ;;0;0;0;;08-03-2010;0;1
XY-MBJ;;0;0;0;;10-11-2014;0;1
XY-MBJ;3;1;1;5;;08-03-2011;0;3
XY-IOO;;0;0;0;;25-08-2014;0;2
XY-ALV;2;1;1;44;;26-06-2012;0;2
XY-MBJ;;0;0;0;;08-03-2013;0;1
XY-ALV;;0;0;0;;26-06-2011;0;2
XY-MBJ;;0;0;0;;08-03-2014;3;1
XY-YTM;1;1;1;32;;04-08-2014;0;1
XY-MBJ;;0;0;0;;10-11-2012;24;1
XY-MBJ;;0;0;0;;10-11-2013;9;1
XY-ZWJ;;0;0;0;;15-07-2016;0;1
XY-MBJ;;0;0;0;;10-11-2010;0;2
XY-MBJ;2;1;1;21;;10-11-2011;0;1
XY-OFW;;0;0;0;;10-07-2010;0;1
XY-OFW;2;1;1;45;;10-07-2011;0;1
XY-CMJ;6;2;2;41;;23-05-2015;0;2
XY-CMJ;1;4;4;108;;23-05-2012;0;5
XY-OFW;;0;0;0;;10-07-2015;0;1
XY-OFW;;0;0;0;;10-07-2013;0;1
XY-JXR;3;2;2;35;;12-02-2011;0;2
XY-JXR;2;1;1;37;;12-02-2016;24;1
XY-JXR;;0;0;0;;12-02-2015;0;1
XY-CMJ;2;1;0;0;;23-05-2011;41;3
XY-ALV;;0;0;0;;27-05-2014;0;1
XY-ALV;0;1;1;32;;27-05-2016;0;2
XY-OHF;;0;0;0;;07-07-2012;45;2
XY-ALV;2;1;1;7;;26-06-2016;0;1
XY-ALV;3;1;1;40;;26-06-2015;24;1
XY-ALV;0;1;1;13;;26-06-2014;0;2
XY-LYP;;0;0;0;;16-01-2013;0;2
XY-LYP;;0;0;0;;16-01-2014;0;2
XY-MBJ;0;1;1;4;;30-07-2012;0;1
XY-MBJ;1;1;1;43;;30-07-2014;0;1
XY-ZWJ;2;1;1;39;;15-04-2015;0;2
XY-YAZ;3;1;1;41;;22-12-2010;0;3
XY-MBJ;;0;0;0;;30-07-2015;0;1
XY-MBJ;;0;0;0;;30-07-2016;0;1
XY-JXR;2;1;1;4;;08-06-2015;0;1
XY-IOO;;0;0;0;;15-08-2015;0;1
XY-JXR;;0;0;0;;08-06-2014;0;1
XY-YAZ;;0;0;0;;22-12-2016;0;2
XY-IOO;;0;0;0;;15-08-2014;0;1
XY-YAZ;;0;0;0;;03-01-2017;0;1
XY-YAZ;;0;0;0;;22-12-2014;0;1
XY-YAZ;;0;0;0;;03-01-2016;20;1
XY-JXR;;0;0;0;;08-06-2010;0;1
XY-YAZ;3;1;1;16;;22-12-2013;0;2
XY-LYP;3;1;1;15;;16-01-2015;24;1
XY-YAZ;0;1;1;17;;22-12-2012;72;3
XY-JXR;0;1;1;17;;08-06-2012;0;2
XY-YAZ;;0;0;0;;22-12-2011;4;1
XY-ZMF;;0;0;0;;03-12-2010;0;1
XY-YAZ;2;1;1;2;;03-01-2012;0;1
XY-YAZ;2;2;2;65;;03-01-2015;53;3
XY-ZMF;0;1;1;7;;03-12-2012;0;1
XY-YAZ;;0;0;0;;03-01-2014;23;1
XY-ZMF;2;1;1;3;;03-12-2011;0;1
XY-MBJ;0;1;1;28;;21-10-2012;0;1
XY-ZMF;;0;0;0;;03-12-2013;0;1
XY-MBJ;3;1;1;32;;21-10-2011;0;2
XY-ZMF;;0;0;0;;03-12-2016;24;1
XY-ZMF;;0;0;0;;03-12-2015;24;1
XY-IOO;1;1;1;48;;15-08-2010;0;1
XY-FBA;1;1;1;12;;31-12-2012;0;2
XY-MBJ;2;1;1;15;;21-10-2016;0;1
XY-OZH;4;1;1;7;;24-05-2013;0;1
XY-LYP;2;1;1;27;;06-01-2013;0;2
XY-MBJ;;0;0;0;;21-10-2014;0;2
XY-OZH;;0;0;0;;24-05-2014;0;2
XY-YTM;3;1;1;13;;27-02-2011;0;1
XY-YTM;0;1;1;36;;27-02-2010;0;2
XY-OZH;0;1;1;48;;24-05-2010;0;1
XY-OZH;;0;0;0;;24-05-2011;0;1
XY-JXR;;0;0;0;;01-03-2013;0;1
XY-MBJ;1;1;1;4;;07-04-2010;0;2
XY-ZWJ;;0;0;0;;15-04-2012;0;2
XY-JXR;2;1;1;14;;01-03-2012;0;1
XY-MBJ;0;1;1;42;;07-04-2011;0;1
XY-MBJ;3;2;2;13;;07-04-2012;0;3
XY-ZMF;;0;0;0;;14-11-2016;0;1
XY-ZWJ;;0;0;0;;15-04-2010;0;1
XY-JXR;3;2;2;82;;01-03-2010;0;2
XY-LYP;;0;0;0;;05-05-2010;0;2
XY-IWX;6;3;3;83;;08-03-2010;0;3
XY-LYP;1;1;1;18;;06-01-2015;0;2
XY-LYP;;0;0;0;;06-01-2014;0;2
